Maii,Maii language,regular
Mangga Buang,Mangga Buang language,regular
Musan,Musan language,regular
Aisi,Aisi language,regular
Western Xiangxi Miao,Western Xiangxi Miao language,regular
Malalamai,Malalamai language,regular
Mmaala,Mmaala language,regular
Miriti,Miriti language,regular
Emae,Emae language,regular
Madak,Madak language,regular
Migaama,Migaama language,regular
Mabaale,Mabaale language,regular
Mongolian,Mongolian language,regular
Mbula,Mbula language,regular
Mondé,Mondé language,regular
Naba,Naba language,regular
Eastern Mnong,Eastern Mnong language,regular
Mono (Congo),Mono (Congo) language,regular
Manipuri,Manipuri language,regular
Munji,Munji language,regular
Tiale,Tiale language,regular
Mapena,Mapena language,regular
Southern Mnong,Southern Mnong language,regular
Northern Min,Northern Min language,regular
Minriq,Minriq language,regular
Mono (California),Mono (California) language,regular
Central Mansi,Central Mansi language,regular
Northern Mansi,Northern Mansi language,regular
Proto-Mansi,Proto-Mansi language,reconstructed
Southern Mansi,Southern Mansi language,regular
Maykulan,Maykulan language,regular
Mer,Mer language,regular
Thai Mon,Thai Mon language,regular
Manikion,Manikion language,regular
Manyawa,Manyawa language,regular
Mwan,Mwan language,regular
Mobilian,Mobilian language,regular
Mboi,Mboi language,regular
Monzombo,Monzombo language,regular
Morori,Morori language,regular
Monimbo,Monimbo language,regular
Monom,Monom language,regular
Mopan Maya,Mopan Maya language,regular
Mor (Papuan),Mor (Papuan) language,regular
Moore,Moore language,regular
Mogum,Mogum language,regular
Moi (Congo),Moi (Congo) language,regular
Molima,Molima language,regular
Shekkacho,Shekkacho language,regular
Mukulu,Mukulu language,regular
Mpoto,Mpoto language,regular
Mullukmulluk,Mullukmulluk language,regular
Mangarayi,Mangarayi language,regular
Machinere,Machinere language,regular
Marba,Marba language,regular
Mpade,Mpade language,regular
Mbara (Chad),Mbara (Chad) language,regular
Middle Watut,Middle Watut language,regular
Mindiri,Mindiri language,regular
Miu,Miu language,regular
Migabac,Migabac language,regular
Matís,Matís language,regular
Vangunu,Vangunu language,regular
Makuráp,Makuráp language,regular
Mungkip,Mungkip language,regular
Mapidian,Mapidian language,regular
Misima-Paneati,Misima-Paneati language,regular
Mapia,Mapia language,regular
Mpi,Mpi language,regular
Mbuko,Mbuko language,regular
Mangole,Mangole language,regular
Matepi,Matepi language,regular
Kota Bangun Kutai Malay,Kota Bangun Kutai Malay language,regular
Tlazoyaltepec Mixtec,Tlazoyaltepec Mixtec language,regular
Mariri,Mariri language,regular
Rajah Kabunsuwan Manobo,Rajah Kabunsuwan Manobo language,regular
Mbelime,Mbelime language,regular
South Marquesan,South Marquesan language,regular
Moronene,Moronene language,regular
Modole,Modole language,regular
Manipa,Manipa language,regular
Minokok,Minokok language,regular
Mander,Mander language,regular
Mok,Mok language,regular
Mandari,Mandari language,regular
Mosimo,Mosimo language,regular
Murupi,Murupi language,regular
Mamuju,Mamuju language,regular
Malasanga,Malasanga language,regular
Sungwadia,Sungwadia language,regular
Western Magar,Western Magar language,regular
Martha's Vineyard Sign Language,Martha's Vineyard Sign Language,regular
Western Mari,Western Mari language,regular
Hmwaveke,Hmwaveke language,regular
Mortlockese,Mortlockese language,regular
Mwerlap,Mwerlap language,regular
Mru,Mru language,regular
Morouas,Morouas language,regular
North Marquesan,North Marquesan language,regular
Hill Maria,Hill Maria language,regular
Maragus,Maragus language,regular
Mono (Cameroon),Mono (Cameroon) language,regular
Mangarevan,Mangarevan language,regular
Dineor,Dineor language,regular
Karaga Mandaya,Karaga Mandaya language,regular
Masbatenyo,Masbatenyo language,regular
Sankaran Maninka,Sankaran Maninka language,regular
Yucatec Maya Sign Language,Yucatec Maya Sign Language,regular
Musey,Musey language,regular
Mekwei,Mekwei language,regular
Moraid,Moraid language,regular
Sabah Malay,Sabah Malay language,regular
Mansaka,Mansaka language,regular
Molof,Molof language,regular
Agusan Manobo,Agusan Manobo language,regular
Vurës,Vurës language,regular
Maritsauá,Maritsauá language,regular
Caac,Caac language,regular
Mongolian Sign Language,Mongolian Sign Language,regular
West Masela,West Masela language,regular
Maslam,Maslam language,regular
Mansoanka,Mansoanka language,regular
Moresada,Moresada language,regular
Aruamu,Aruamu language,regular
Momare,Momare language,regular
Cotabato Manobo,Cotabato Manobo language,regular
Anyin Morofo,Anyin Morofo language,regular
Munit,Munit language,regular
Mualang,Mualang language,regular
Alu,Alu language,regular
Murik (New Guinea),Murik (New Guinea) language,regular
Munggui,Munggui language,regular
Maiwa (New Guinea),Maiwa (New Guinea) language,regular
Moskona,Moskona language,regular
Montol,Montol language,regular
Mator,Mator language,regular
Matagalpa,Matagalpa language,regular
Wichí Lhamtés Nocten,Wichí Lhamtés Nocten language,regular
Mewari,Mewari language,regular
Yora,Yora language,regular
Mota,Mota language,regular
Tututepec Mixtec,Tututepec Mixtec language,regular
Asaro'o,Asaro'o language,regular
Magahat,Magahat language,regular
Tidaá Mixtec,Tidaá Mixtec language,regular
Nabi,Nabi language,regular
Mubi,Mubi language,regular
Mbu',Mbu' language,regular
Mednyj Aleut,Mednyj Aleut language,regular
Media Lengua,Media Lengua language,regular
Musi,Musi language,regular
Mabire,Mabire language,regular
Translingual,Translingual language,regular
Maiwala,Maiwala language,regular
Proto-Munda,Proto-Munda language,reconstructed
Nyong,Nyong language,regular
Malvi,Malvi language,regular
Eastern Xiangxi Miao,Eastern Xiangxi Miao language,regular
Western Muria,Western Muria language,regular
Yaaku,Yaaku language,regular
Muthuvan,Muthuvan language,regular
Bo-Ung,Bo-Ung language,regular
Muyang,Muyang language,regular
Mamboru,Mamboru language,regular
Yucuañe Mixtec,Yucuañe Mixtec language,regular
Mire,Mire language,regular
Miyako,Miyako language,regular
Mekmek,Mekmek language,regular
Mbara (Australia),Mbara (Australia) language,regular
Muya,Muya language,regular
Marovo,Marovo language,regular
Duri,Duri language,regular
Moere,Moere language,regular
Marau,Marau language,regular
Massep,Massep language,regular
Mpotovoro,Mpotovoro language,regular
Marfa,Marfa language,regular
Tagal Murut,Tagal Murut language,regular
Machinga,Machinga language,regular
Meoswar,Meoswar language,regular
Indus Kohistani,Indus Kohistani language,regular
Mesqan,Mesqan language,regular
Mwatebu,Mwatebu language,regular
Juwal,Juwal language,regular
Are,Are language,regular
Aiklep,Aiklep language,regular
Mouk-Aria,Mouk-Aria language,regular
Labo,Labo language,regular
Kita Maninkakan,Kita Maninkakan language,regular
Mirandese,Mirandese language,regular
Sar,Sar language,regular
Nyamwanga,Nyamwanga language,regular
Sungwadaga,Sungwadaga language,regular
Mün Chin,Mün Chin language,regular
Marwari,Marwari language,regular
Mwimbi-Muthambi,Mwimbi-Muthambi language,regular
Moken,Moken language,regular
Mittu,Mittu language,regular
White Hmong,White Hmong language,regular
Moingi,Moingi language,regular
Northwest Oaxaca Mixtec,Northwest Oaxaca Mixtec language,regular
Tezoatlán Mixtec,Tezoatlán Mixtec language,regular
Modang,Modang language,regular
Mele-Fila,Mele-Fila language,regular
Malgbe,Malgbe language,regular
Mbangala,Mbangala language,regular
Mvuba,Mvuba language,regular
Maxi Gbe,Maxi Gbe language,regular
Meramera,Meramera language,regular
Moi (Indonesia),Moi (Indonesia) language,regular
Mbowe,Mbowe language,regular
Juquila Mixe,Juquila Mixe language,regular
Murik (Malaysia),Murik (Malaysia) language,regular
Huitepec Mixtec,Huitepec Mixtec language,regular
Metlatónoc Mixtec,Metlatónoc Mixtec language,regular
Namo,Namo language,regular
Mahou,Mahou language,regular
Southeastern Nochixtlán Mixtec,Southeastern Nochixtlán Mixtec language,regular
Central Masela,Central Masela language,regular
Mayeka,Mayeka language,regular
Myene,Myene language,regular
Bambassi,Bambassi language,regular
Manta,Manta language,regular
Mangayat,Mangayat language,regular
Mamara Senoufo,Mamara Senoufo language,regular
Moma,Moma language,regular
Ch'olti',Ch'olti' language,regular
Proto-Mayan,Proto-Mayan language,reconstructed
Anfillo,Anfillo language,regular
Muniche,Muniche language,regular
Mesmes,Mesmes language,regular
Erzya,Erzya language,regular
Masaba,Masaba language,regular
Classical Mandaic,Classical Mandaic language,regular
Santa María Zacatepec Mixtec,Santa María Zacatepec Mixtec language,regular
Northern Saharan Berber,Northern Saharan Berber language,regular
Madagascar Sign Language,Madagascar Sign Language,regular
Malimba,Malimba language,regular
Morawa,Morawa language,regular
Monastic Sign Language,Monastic Sign Language,regular
Wichí Lhamtés Güisnay,Wichí Lhamtés Güisnay language,regular
Ixcatlán Mazatec,Ixcatlán Mazatec language,regular
Manya,Manya language,regular
Nigeria Mambila,Nigeria Mambila language,regular
Mazatlán Mixe,Mazatlán Mixe language,regular
Matipuhy,Matipuhy language,regular
Mori Atas,Mori Atas language,regular
Marúbo,Marúbo language,regular
Macanese,Macanese language,regular
Mintil,Mintil language,regular
Inapang,Inapang language,regular
Manza,Manza language,regular
Deg,Deg language,regular
Mawayana,Mawayana language,regular
Mozambican Sign Language,Mozambican Sign Language,regular
Maiadomu,Maiadomu language,regular
Namla,Namla language,regular
Nambikwara,Nambikwara language,regular
Narak,Narak language,regular
Naka'ela,Naka'ela language,regular
Alazapa,Alazapa language,regular
Bayogoula,Bayogoula language,regular
Calusa,Calusa language,regular
Chiquimulilla,Chiquimulilla language,regular
Proto-Chumash,Proto-Chumash language,reconstructed
Ciguayo,Ciguayo language,regular
Proto-Chinookan,Proto-Chinookan language,reconstructed
Guazacapán,Guazacapán language,regular
Hitchiti,Hitchiti language,regular
Ipai,Ipai language,regular
Jutiapa,Jutiapa language,regular
Jumaytepeque,Jumaytepeque language,regular
Proto-Kalapuyan,Proto-Kalapuyan language,reconstructed
Konomihu,Konomihu language,regular
Kumeyaay,Kumeyaay language,regular
Macoris,Macoris language,regular
Proto-Maidun,Proto-Maidun language,reconstructed
Proto-Mixe-Zoque,Proto-Mixe-Zoque language,reconstructed
Proto-Muskogean,Proto-Muskogean language,reconstructed
Naolan,Naolan language,regular
New River Shasta,New River Shasta language,regular
Okwanuchu,Okwanuchu language,regular
Pericú,Pericú language,regular
Picuris,Picuris language,regular
Proto-Plateau Penutian,Proto-Plateau Penutian language,reconstructed
Proto-Pomo,Proto-Pomo language,reconstructed
Quinigua,Quinigua language,regular
Proto-Siouan-Catawban,Proto-Siouan-Catawban language,reconstructed
Sinacantán,Sinacantán language,regular
Salvadoran Lenca,Salvadoran Lenca language,regular
Tapachultec,Tapachultec language,regular
Tawasa,Tawasa language,regular
Tequistlatec,Tequistlatec language,regular
Tipai,Tipai language,regular
Proto-Totozoquean,Proto-Totozoquean language,reconstructed
Proto-Tsimshianic,Proto-Tsimshianic language,reconstructed
Proto-Utian,Proto-Utian language,reconstructed
Waikuri,Waikuri language,regular
Western Jicaque,Western Jicaque language,regular
Yupiltepeque,Yupiltepeque language,regular
Nalu,Nalu language,regular
Min Nan,Min Nan language,regular
Datian Min,Datian Min language,regular
Hailufeng Min,Hailufeng Min language,regular
Longyan Min,Longyan Min language,regular
Teochew,Teochew language,regular
Zhenan Min,Zhenan Min language,regular
Sanxiang Min,Sanxiang Min language,regular
Naaba,Naaba language,regular
Neapolitan,Neapolitan language,regular
Iguta,Iguta language,regular
Hungworo,Hungworo language,regular
Nawuri,Nawuri language,regular
Nakwi,Nakwi language,regular
Ngarrindjeri,Ngarrindjeri language,regular
Coatepec Nahuatl,Coatepec Nahuatl language,regular
Norwegian Bokmål,Norwegian Bokmål language,regular
Nyemba,Nyemba language,regular
Ndoe,Ndoe language,regular
Ngbinda,Ngbinda language,regular
Konyak Naga,Konyak Naga language,regular
Nagarchal,Nagarchal language,regular
Ngamo,Ngamo language,regular
Ngarinman,Ngarinman language,regular
Nake,Nake language,regular
Kuri,Kuri language,regular
Nkukoli,Nkukoli language,regular
Nnam,Nnam language,regular
Nggem,Nggem language,regular
Numana,Numana language,regular
Namibian Sign Language,Namibian Sign Language,regular
Na,Na language,regular
Rongmei Naga,Rongmei Naga language,regular
Ngamambo,Ngamambo language,regular
Southern Ngbandi,Southern Ngbandi language,regular
Ningera,Ningera language,regular
Iyo,Iyo language,regular
Central Nicobarese,Central Nicobarese language,regular
Ponam,Ponam language,regular
Nachering,Nachering language,regular
Notsi,Notsi language,regular
Nisga'a,Nisga'a language,regular
Central Huasteca Nahuatl,Central Huasteca Nahuatl language,regular
Northern Puebla Nahuatl,Northern Puebla Nahuatl language,regular
Nakara,Nakara language,regular
Nambo,Nambo language,regular
Nauna,Nauna language,regular
Sibe,Sibe language,regular
Ncane,Ncane language,regular
Nicaraguan Sign Language,Nicaraguan Sign Language,regular
Chothe Naga,Chothe Naga language,regular
Central Puebla Nahuatl,Central Puebla Nahuatl language,regular
Northern Ndebele,Northern Ndebele language,regular
Ndasa,Ndasa language,regular
Kenswei Nsei,Kenswei Nsei language,regular
Ndau,Ndau language,regular
Nde-Nsele-Nta,Nde-Nsele-Nta language,regular
Nadruvian,Nadruvian language,regular
Ndengereko,Ndengereko language,regular
Ndali,Ndali language,regular
Chamba Leko,Chamba Leko language,regular
Ndamba,Ndamba language,regular
Ndaka,Ndaka language,regular
Ndolo,Ndolo language,regular
Ndam,Ndam language,regular
Ngundi,Ngundi language,regular
Ndo,Ndo language,regular
Ndombe,Ndombe language,regular
Ndoola,Ndoola language,regular
German Low German,German Low German language,regular
Dutch Low Saxon,Dutch Low Saxon language,regular
Ndunga,Ndunga language,regular
Dugun,Dugun language,regular
Ndobo,Ndobo language,regular
Nduga,Nduga language,regular
Lutos,Lutos language,regular
Eastern Ngad'a,Eastern Ngad'a language,regular
Toura,Toura language,regular
Nedebang,Nedebang language,regular
Nde-Gbite,Nde-Gbite language,regular
Kumak,Kumak language,regular
Nefamese,Nefamese language,regular
Nyenkha,Nyenkha language,regular
Neko,Neko language,regular
Neku,Neku language,regular
Nemi,Nemi language,regular
Ná-Meo,Ná-Meo language,regular
North Central Mixe,North Central Mixe language,regular
Yahadian,Yahadian language,regular
Bhoti Kinnauri,Bhoti Kinnauri language,regular
Nete,Nete language,regular
Neo,Neo language,appendix-constructed
Nyaheun,Nyaheun language,regular
Newar,Newar language,regular
Neme,Neme language,regular
Dhao,Dhao language,regular
Ahwai,Ahwai language,regular
Äiwoo,Äiwoo language,regular
Mfumte,Mfumte language,regular
Northern Ngbandi,Northern Ngbandi language,regular
Ngombe (Congo),Ngombe (Congo) language,regular
Ngando (Central African Republic),Ngando (Central African Republic) language,regular
Proto-Trans-New Guinea,Proto-Trans-New Guinea language,reconstructed
Ngbaka Manza,Ngbaka Manza language,regular
Nǀuu,Nǀuu language,regular
Ngie,Ngie language,regular
Lomwe,Lomwe language,regular
Ngatik Men's Creole,Ngatik Men's Creole language,regular
Ngwo,Ngwo language,regular
Ngulu,Ngulu language,regular
Ngoreme,Ngoreme language,regular
Nagu,Nagu language,regular
Gvoko,Gvoko language,regular
Ngeq,Ngeq language,regular
Guerrero Nahuatl,Guerrero Nahuatl language,regular
Nagumi,Nagumi language,regular
Ngwaba,Ngwaba language,regular
Nggwahyi,Nggwahyi language,regular
Tibea,Tibea language,regular
Ngungwel,Ngungwel language,regular
Tabasco Nahuatl,Tabasco Nahuatl language,regular
Chiripá,Chiripá language,regular
Eastern Huasteca Nahuatl,Eastern Huasteca Nahuatl language,regular
Nhuwala,Nhuwala language,regular
Nahari,Nahari language,regular
Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl language,regular
Cosoleacaque Nahuatl,Cosoleacaque Nahuatl language,regular
Morelos Nahuatl,Morelos Nahuatl language,regular
Takuu,Takuu language,regular
Huaxcaleca Nahuatl,Huaxcaleca Nahuatl language,regular
Naro,Naro language,regular
Ometepec Nahuatl,Ometepec Nahuatl language,regular
Noone,Noone language,regular
Temascaltepec Nahuatl,Temascaltepec Nahuatl language,regular
Western Huasteca Nahuatl,Western Huasteca Nahuatl language,regular
Mecayapan Nahuatl,Mecayapan Nahuatl language,regular
Northern Oaxaca Nahuatl,Northern Oaxaca Nahuatl language,regular
Santa María La Alta Nahuatl,Santa María La Alta Nahuatl language,regular
Nakame,Nakame language,regular
Proto-Benue-Congo,Proto-Benue-Congo language,reconstructed
Proto-Bantoid,Proto-Bantoid language,reconstructed
Proto-Eastern Oti-Volta,Proto-Eastern Oti-Volta language,reconstructed
Proto-Gurunsi,Proto-Gurunsi language,reconstructed
Proto-Grassfields,Proto-Grassfields language,reconstructed
Proto-Gur,Proto-Gur language,reconstructed
Proto-Jukunoid,Proto-Jukunoid language,reconstructed
Proto-Lower Cross River,Proto-Lower Cross River language,reconstructed
Proto-Ogoni,Proto-Ogoni language,reconstructed
Proto-Oti-Volta,Proto-Oti-Volta language,reconstructed
Proto-Plateau,Proto-Plateau language,reconstructed
Proto-Niger-Congo,Proto-Niger-Congo language,reconstructed
Proto-Ubangian,Proto-Ubangian language,reconstructed
Proto-Upper Cross River,Proto-Upper Cross River language,reconstructed
Proto-Volta-Congo,Proto-Volta-Congo language,reconstructed
Niellim,Niellim language,regular
Nek,Nek language,regular
Nii,Nii language,regular
Ngaju,Ngaju language,regular
Southern Nicobarese,Southern Nicobarese language,regular
Nila,Nila language,regular
Nilamba,Nilamba language,regular
Ninzo,Ninzo language,regular
Nimi,Nimi language,regular
Southeastern Kolami,Southeastern Kolami language,regular
Nimo,Nimo language,regular
Hema,Hema language,regular
Nzanyi,Nzanyi language,regular
Nocte Naga,Nocte Naga language,regular
Lotha Naga,Lotha Naga language,regular
Gudanji,Gudanji language,regular
Njen,Njen language,regular
Njalgulgule,Njalgulgule language,regular
Liangmai Naga,Liangmai Naga language,regular
Njerep,Njerep language,regular
Nisa,Nisa language,regular
Ndyuka-Trio Pidgin,Ndyuka-Trio Pidgin language,regular
Ngadjunmaya,Ngadjunmaya language,regular
Kunyi,Kunyi language,regular
Njyem,Njyem language,regular
Nkoya,Nkoya language,regular
Khoibu Naga,Khoibu Naga language,regular
Nkongho,Nkongho language,regular
Koireng,Koireng language,regular
Duke,Duke language,regular
Inpui Naga,Inpui Naga language,regular
Nekgini,Nekgini language,regular
Khezha Naga,Khezha Naga language,regular
Thangal Naga,Thangal Naga language,regular
Nakai,Nakai language,regular
Nokuku,Nokuku language,regular
Namat,Namat language,regular
Nkangala,Nkangala language,regular
Niuatoputapu,Niuatoputapu language,regular
Nkami,Nkami language,regular
North Asmat,North Asmat language,regular
Nyika,Nyika language,regular
Bouna Kulango,Bouna Kulango language,regular
Nkutu,Nkutu language,regular
Nkoroo,Nkoroo language,regular
Nkari,Nkari language,regular
Ngombale,Ngombale language,regular
Nalca,Nalca language,regular
East Nyala,East Nyala language,regular
Grangali,Grangali language,regular
Nyali,Nyali language,regular
Ninia Yali,Ninia Yali language,regular
Nihali,Nihali language,regular
Mankiyali,Mankiyali language,regular
Ngul,Ngul language,regular
Lao Naga,Lao Naga language,regular
Nchumbulu,Nchumbulu language,regular
Orizaba Nahuatl,Orizaba Nahuatl language,regular
Walangama,Walangama language,regular
Nalögo,Nalögo language,regular
Maram Naga,Maram Naga language,regular
Ngam,Ngam language,regular
Mzieme Naga,Mzieme Naga language,regular
Kwasio,Kwasio language,regular
Monsang Naga,Monsang Naga language,regular
Nyam,Nyam language,regular
Ngombe (Central African Republic),Ngombe (Central African Republic) language,regular
Namakura,Namakura language,regular
Ndemli,Ndemli language,regular
Manangba,Manangba language,regular
ǃXóõ,ǃXóõ language,regular
Moyon Naga,Moyon Naga language,regular
Nimanbur,Nimanbur language,regular
Nambya,Nambya language,regular
Nimbari,Nimbari language,regular
Letemboi,Letemboi language,regular
Namonuito,Namonuito language,regular
Ngamini,Ngamini language,regular
Nimoa,Nimoa language,regular
Namuyi,Namuyi language,regular
Nawdm,Nawdm language,regular
Norwegian Nynorsk,Norwegian Nynorsk language,regular
Nyangumarta,Nyangumarta language,regular
Nancere,Nancere language,regular
West Ambae,West Ambae language,regular
Ngandyera,Ngandyera language,regular
Ngaing,Ngaing language,regular
Maring Naga,Maring Naga language,regular
Ngiemboon,Ngiemboon language,regular
North Nuaulu,North Nuaulu language,regular
Nyangatom,Nyangatom language,regular
Northern Rengma Naga,Northern Rengma Naga language,regular
Ngete,Ngete language,regular
Wancho,Wancho language,regular
Ngindo,Ngindo language,regular
Narungga,Narungga language,regular
Dwang,Dwang language,regular
Nukunu,Nukunu language,regular
Southern Nuni,Southern Nuni language,regular
Ngong,Ngong language,regular
Nyangga,Nyangga language,regular
Nda'nda',Nda'nda' language,regular
Woun Meu,Woun Meu language,regular
Nuk,Nuk language,regular
Northern Thai,Northern Thai language,regular
Nimadi,Nimadi language,regular
Nomane,Nomane language,regular
Nogai,Nogai language,regular
Nomu,Nomu language,regular
Noiri,Noiri language,regular
Nonuya,Nonuya language,regular
Nooksack,Nooksack language,regular
Nomlaki,Nomlaki language,regular
Nocamán,Nocamán language,regular
Numanggang,Numanggang language,regular
Ngongo,Ngongo language,regular
Eastern Nisu,Eastern Nisu language,regular
Ewage-Notu,Ewage-Notu language,regular
Novial,Novial language,appendix-constructed
Noy,Noy language,regular
Nayi,Nayi language,regular
Nar Phu,Nar Phu language,regular
Nupbikha,Nupbikha language,regular
Ponyo,Ponyo language,regular
Phom,Phom language,regular
Southeastern Puebla Nahuatl,Southeastern Puebla Nahuatl language,regular
Mondropolon,Mondropolon language,regular
Pochuri Naga,Pochuri Naga language,regular
Nipsan,Nipsan language,regular
Puimei Naga,Puimei Naga language,regular
Ede Nago,Ede Nago language,regular
Kura Ede Nago,Kura Ede Nago language,regular
Ngendelengo,Ngendelengo language,regular
Ndom,Ndom language,regular
Nen,Nen language,regular
N'Ko,N'Ko language,regular
Kyan-Karyaw Naga,Kyan-Karyaw Naga language,regular
Akyaung Ari,Akyaung Ari language,regular
Southern Ndebele,Southern Ndebele language,regular
Ngom,Ngom language,regular
Nara,Nara language,regular
Noric,Noric language,regular
Southern Rengma Naga,Southern Rengma Naga language,regular
Narango,Narango language,regular
Chokri Naga,Chokri Naga language,regular
North Picene,North Picene language,regular
Norra,Norra language,regular
Northern Kalapuya,Northern Kalapuya language,regular
Narua,Narua language,regular
Ngurmbur,Ngurmbur language,regular
Lala (New Guinea),Lala (New Guinea) language,regular
Sangtam Naga,Sangtam Naga language,regular
Lower Nossob,Lower Nossob language,regular
Nshi,Nshi language,regular
Southern Nisu,Southern Nisu language,regular
Ngasa,Ngasa language,regular
Ngoshie,Ngoshie language,regular
Nigerian Sign Language,Nigerian Sign Language,regular
Norwegian Sign Language,Norwegian Sign Language,regular
Nepalese Sign Language,Nepalese Sign Language,regular
Maritime Sign Language,Maritime Sign Language,regular
Nali,Nali language,regular
Tangsa,Tangsa language,regular
Sierra Negra Nahuatl,Sierra Negra Nahuatl language,regular
Southwestern Nisu,Southwestern Nisu language,regular
Navut,Navut language,regular
Nsongo,Nsongo language,regular
Nasal,Nasal language,regular
Northern Tidung,Northern Tidung language,regular
Nathembo,Nathembo language,regular
Ngantangarra,Ngantangarra language,regular
Natioro,Natioro language,regular
Ikoma,Ikoma language,regular
Delo,Delo language,regular
Natagaimas,Natagaimas language,regular
Nottoway,Nottoway language,regular
Somra,Somra language,regular
Mantsi,Mantsi language,regular
Yuanga,Yuanga language,regular
Haraza,Haraza language,regular
Proto-Nubian,Proto-Nubian language,reconstructed
Nukuini,Nukuini language,regular
Ngala,Ngala language,regular
Ngundu,Ngundu language,regular
Nungali,Nungali language,regular
Ndunda,Ndunda language,regular
Ngumbi,Ngumbi language,regular
Nyole (Uganda),Nyole (Uganda) language,regular
Nootka,Nootka language,regular
Nusa Laut,Nusa Laut language,regular
Nguôn,Nguôn language,regular
Nukumanu,Nukumanu language,regular
Nuguria,Nuguria language,regular
Nùng,Nùng language,regular
Ngbundu,Ngbundu language,regular
Nguluwan,Nguluwan language,regular
Tlamacazapa Nahuatl,Tlamacazapa Nahuatl language,regular
Nasarian,Nasarian language,regular
Namiae,Namiae language,regular
Nyokon,Nyokon language,regular
Nawathinehena,Nawathinehena language,regular
Nyabwa,Nyabwa language,regular
Classical Newar,Classical Newar language,regular
Ngwe,Ngwe language,regular
Nyamusa-Molo,Nyamusa-Molo language,regular
Nauo,Nauo language,regular
Nawaru,Nawaru language,regular
Middle Newar,Middle Newar language,regular
Nottoway-Meherrin,Nottoway-Meherrin language,regular
Nauete,Nauete language,regular
Ngando (Congo),Ngando (Congo) language,regular
Nage,Nage language,regular
Ngadha,Ngadha language,regular
Nindi,Nindi language,regular
South Nuaulu,South Nuaulu language,regular
Numidian,Numidian language,regular
Ndambomo,Ndambomo language,regular
Ninggerum,Ninggerum language,regular
Narau,Narau language,regular
Nafri,Nafri language,regular
Nyangbo,Nyangbo language,regular
Nyanga-li,Nyanga-li language,regular
Nyole (Kenya),Nyole (Kenya) language,regular
Nyengo,Nyengo language,regular
Giryama,Giryama language,regular
Nyindu,Nyindu language,regular
Nyanga (Congo),Nyanga (Congo) language,regular
Nyaneka,Nyaneka language,regular
Nyeu,Nyeu language,regular
Nyankole,Nyankole language,regular
Nyoro,Nyoro language,regular
Nyang'i,Nyang'i language,regular
Nyunga,Nyunga language,regular
Nyungwe,Nyungwe language,regular
Nyaw,Nyaw language,regular
Nganyaywana,Nganyaywana language,regular
Nyakyusa,Nyakyusa language,regular
Tigon Mbembe,Tigon Mbembe language,regular
Njebi,Njebi language,regular
Nzadi,Nzadi language,regular
Nzima,Nzima language,regular
Central Teke,Central Teke language,regular
Nzakambay,Nzakambay language,regular
Nanga Dama Dogon,Nanga Dama Dogon language,regular
Old Avar,Old Avar language,regular
Obispeño,Obispeño language,regular
Southern Bontoc,Southern Bontoc language,regular
Oblo,Oblo language,regular
Obo Manobo,Obo Manobo language,regular
Old Burmese,Old Burmese language,regular
Obulom,Obulom language,regular
Tlahuica,Tlahuica language,regular
Odut,Odut language,regular
Od,Od language,regular
Odual,Odual language,regular
Ofo,Ofo language,regular
Efutop,Efutop language,regular
Ogbah,Ogbah language,regular
Old Georgian,Old Georgian language,regular
Ogbogolo,Ogbogolo language,regular
Khana,Khana language,regular
Oirata,Oirata language,regular
Inebu One,Inebu One language,regular
Northwestern Ojibwa,Northwestern Ojibwa language,regular
Central Ojibwa,Central Ojibwa language,regular
Ontong Java,Ontong Java language,regular
Western Ojibwa,Western Ojibwa language,regular
Okobo,Okobo language,regular
Okodia,Okodia language,regular
Okpe (Southwestern Edo),Okpe (Southwestern Edo) language,regular
Kok-Paponk,Kok-Paponk language,regular
Koresh-e Rostam,Koresh-e Rostam language,regular
Okiek,Okiek language,regular
Oko-Juwoi,Oko-Juwoi language,regular
Kwamtim One,Kwamtim One language,regular
Old Kentish Sign Language,Old Kentish Sign Language,regular
Okinoerabu,Okinoerabu language,regular
Old Korean,Old Korean language,regular
Kirike,Kirike language,regular
Oko-Eni-Osayen,Oko-Eni-Osayen language,regular
Okpe (Northwestern Edo),Okpe (Northwestern Edo) language,regular
Old Khmer,Old Khmer language,regular
Mochi,Mochi language,regular
Olekha,Olekha language,regular
Oloma,Oloma language,regular
Livvi,Livvi language,regular
Olrat,Olrat language,regular
Old Lithuanian,Old Lithuanian language,regular
Kuvale,Kuvale language,regular
Omaha-Ponca,Omaha-Ponca language,regular
Omba,Omba language,regular
Omi,Omi language,regular
Omok,Omok language,regular
Ombo,Ombo language,regular
Utarmbung,Utarmbung language,regular
Old Manipuri,Old Manipuri language,regular
Proto-Chatino,Proto-Chatino language,reconstructed
Proto-Mazatec,Proto-Mazatec language,reconstructed
Proto-Mixtecan,Proto-Mixtecan language,reconstructed
Proto-Mixtec,Proto-Mixtec language,reconstructed
Proto-Oto-Pamean,Proto-Oto-Pamean language,reconstructed
Proto-Oto-Manguean,Proto-Oto-Manguean language,reconstructed
San Juan Quiahije Chatino,San Juan Quiahije Chatino language,regular
Teposcolula Mixtec,Teposcolula Mixtec language,regular
Teojomulco Chatino,Teojomulco Chatino language,regular
Proto-Trique,Proto-Trique language,reconstructed
